"as_at","year","month_number","offence_category","offence_type","alcohol_involvement","dv_involvement","reporting_region","statistical_area_2","number_of_offences"
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",10
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",1
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",2
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tanami",6
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",13
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",4
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",5
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",6
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",3
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Nhulunbuy","",4
"2/01/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",40
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",41
"3/03/2025",2024,11,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",19
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",47
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",48
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Darwin","",68
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Darwin","",71
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Katherine","",16
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Alligator",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Anindilyakwa",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Barkly",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Daly",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",6
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",14
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Humpty Doo",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Sandover - Plenty",4
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",6
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",2
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Weddell",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",18
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",7
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",80
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",81
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Darwin","",71
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Katherine","",20
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Barkly",7
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",4
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",28
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",6
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",7
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",11
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",8
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",9
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",31
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",9
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",9
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",10
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",19
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",9
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",25
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",7
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",8
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",37
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Darwin","",43
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Darwin","",44
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Katherine","",24
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Barkly",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Daly",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Elsey",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Gulf",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Humpty Doo",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Sandover - Plenty",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Thamarrurr",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","West Arnhem",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Yuendumu - Anmatjere",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",14
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",65
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Darwin","",90
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Darwin","",91
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Katherine","",48
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",3
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",7
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",4
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",9
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",7
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tanami",8
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",16
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",6
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",5
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Nhulunbuy","",1
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",42
"3/02/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",38
"3/03/2025",2024,12,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",39
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",43
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"Darwin","",52
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"Katherine","",17
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Alligator",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Anindilyakwa",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Daly",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",7
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Elsey",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",13
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Humpty Doo",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Petermann - Simpson",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Sandover - Plenty",6
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",3
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",3
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",17
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",3
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",74
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Darwin","",37
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Katherine","",19
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",6
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",6
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",25
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",13
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Howard Springs",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",5
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",7
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",12
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",17
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",11
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",9
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",8
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Virginia",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Weddell",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",20
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",5
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Nhulunbuy","",5
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",38
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",11
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",31
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Darwin","",40
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Katherine","",7
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Alligator",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Elsey",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Gulf",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tanami",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Thamarrurr",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","West Arnhem",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Yuendumu - Anmatjere",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",10
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",77
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Darwin","",73
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Katherine","",42
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",7
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",4
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",10
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Petermann - Simpson",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tanami",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",12
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Weddell",1
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",6
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Nhulunbuy","",5
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",40
"3/03/2025",2025,1,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",26
"4/07/2024",2023,12,"Robbery - extortion and related offences","Blackmail and extortion",0,0,"Nhulunbuy","",1
"4/07/2024",2024,1,"Robbery - extortion and related offences","Blackmail and extortion",0,0,"Katherine","",1
"4/07/2024",2024,3,"Robbery - extortion and related offences","Blackmail and extortion",0,0,"Palmerston","",1
"4/07/2024",2024,5,"Robbery - extortion and related offences","Blackmail and extortion",0,0,"Alice Springs","",1
"3/03/2025",2024,10,"Robbery - extortion and related offences","Blackmail and extortion",0,0,"NT Balance","Humpty Doo",1
