"as_at","year","month_number","offence_category","offence_type","alcohol_involvement","dv_involvement","reporting_region","statistical_area_2","number_of_offences"
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Sandover - Plenty",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Tanami",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Thamarrurr",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Unknown ",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Victoria River",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","Virginia",1
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"NT Balance","West Arnhem",2
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"Nhulunbuy","",2
"2/01/2025",2024,11,"House break-ins","House break-ins actual",0,0,"Palmerston","",13
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"Palmerston","",14
"2/01/2025",2024,11,"House break-ins","House break-ins actual",0,0,"Tennant Creek","",8
"3/03/2025",2024,11,"House break-ins","House break-ins actual",0,0,"Tennant Creek","",9
"3/02/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Alice Springs","",119
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Alice Springs","",121
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Darwin","",28
"3/02/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Katherine","",17
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Katherine","",18
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Alligator",1
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Barkly",3
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","East Arnhem",5
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Gulf",1
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Humpty Doo",3
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Petermann - Simpson",2
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Thamarrurr",3
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Tiwi Islands",1
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Unknown ",1
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","Victoria River",3
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"NT Balance","West Arnhem",2
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Nhulunbuy","",2
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Palmerston","",21
"3/03/2025",2024,12,"House break-ins","House break-ins actual",0,0,"Tennant Creek","",17
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Alice Springs","",59
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Darwin","",28
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Katherine","",11
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Alligator",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Anindilyakwa",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Barkly",4
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Daly",2
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","East Arnhem",3
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Gulf",7
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Humpty Doo",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Sandover - Plenty",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Thamarrurr",2
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Unknown ",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","Virginia",1
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"NT Balance","West Arnhem",3
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Nhulunbuy","",3
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Palmerston","",23
"3/03/2025",2025,1,"House break-ins","House break-ins actual",0,0,"Tennant Creek","",7
"1/03/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",19
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",20
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Darwin","",4
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Katherine","",2
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"NT Balance","Anindilyakwa",2
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"NT Balance","Tiwi Islands",1
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",3
"2/04/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",4
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Palmerston","",6
"2/04/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",4
"4/07/2024",2023,12,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",5
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",28
"3/03/2025",2024,1,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",29
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"Darwin","",22
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"Katherine","",7
"2/04/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",1
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","Tanami",1
"2/04/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",2
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","West Arnhem",2
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"Palmerston","",6
"4/07/2024",2024,1,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",2
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",11
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Darwin","",25
"3/03/2025",2024,2,"House break-ins","House break-ins attempted",0,0,"Darwin","",26
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Katherine","",2
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"NT Balance","Anindilyakwa",1
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"NT Balance","Daly",1
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"NT Balance","Gulf",1
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",1
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"NT Balance","West Arnhem",2
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Nhulunbuy","",1
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Palmerston","",6
"4/07/2024",2024,2,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",2
"1/05/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",10
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",12
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Darwin","",14
"1/05/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Katherine","",2
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"3/03/2025",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","Daly",1
"1/05/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",1
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",1
"1/05/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",2
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"NT Balance","Victoria River",3
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Nhulunbuy","",3
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Palmerston","",4
"4/07/2024",2024,3,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",1
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",7
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"Darwin","",11
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"Katherine","",2
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"NT Balance","Tanami",2
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",1
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"NT Balance","West Arnhem",1
"4/07/2024",2024,4,"House break-ins","House break-ins attempted",0,0,"Palmerston","",1
"4/07/2024",2024,5,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",10
"4/07/2024",2024,5,"House break-ins","House break-ins attempted",0,0,"Darwin","",10
"4/07/2024",2024,5,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"4/07/2024",2024,5,"House break-ins","House break-ins attempted",0,0,"NT Balance","Victoria River",2
"4/07/2024",2024,5,"House break-ins","House break-ins attempted",0,0,"Palmerston","",4
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",8
"3/02/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",9
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Darwin","",9
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Katherine","",4
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"NT Balance","Alligator",1
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",3
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"NT Balance","Sandover - Plenty",1
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"NT Balance","Thamarrurr",1
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Palmerston","",1
"3/03/2025",2024,6,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",2
"2/09/2024",2024,7,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",24
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",25
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"Darwin","",3
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"Katherine","",4
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",1
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"NT Balance","Gulf",1
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",1
"3/03/2025",2024,7,"House break-ins","House break-ins attempted",0,0,"Palmerston","",3
"3/02/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",11
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",13
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"Darwin","",8
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"NT Balance","Barkly",1
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",3
"3/03/2025",2024,8,"House break-ins","House break-ins attempted",0,0,"Palmerston","",3
"3/02/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",15
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",16
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Darwin","",9
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Katherine","",2
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",2
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"NT Balance","Thamarrurr",1
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"NT Balance","Unknown ",1
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Nhulunbuy","",1
"3/03/2025",2024,9,"House break-ins","House break-ins attempted",0,0,"Palmerston","",3
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",11
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"Darwin","",6
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"Katherine","",1
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"NT Balance","Howard Springs",1
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"NT Balance","Tiwi Islands",1
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"Palmerston","",5
"3/03/2025",2024,10,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",2
"2/01/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",28
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",30
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Darwin","",8
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",2
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Palmerston","",3
"3/03/2025",2024,11,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",1
"3/02/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",25
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",26
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Darwin","",4
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"NT Balance","Barkly",1
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Nhulunbuy","",1
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Palmerston","",2
"3/03/2025",2024,12,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",1
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Alice Springs","",10
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Darwin","",10
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Katherine","",3
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","East Arnhem",5
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"NT Balance","Thamarrurr",2
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Nhulunbuy","",1
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Palmerston","",8
"3/03/2025",2025,1,"House break-ins","House break-ins attempted",0,0,"Tennant Creek","",1
"2/04/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",17
"1/05/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",18
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",19
"1/03/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",14
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",15
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",2
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Alligator",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","East Arnhem",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Howard Springs",2
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Humpty Doo",2
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Sandover - Plenty",1
"2/04/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Thamarrurr",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Thamarrurr",2
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Tiwi Islands",1
"2/04/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Unknown ",3
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Victoria River",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Weddell",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","West Arnhem",1
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Nhulunbuy","",1
"3/03/2025",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Nhulunbuy","",2
"2/04/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",11
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",12
"3/03/2025",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",13
"4/07/2024",2023,12,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Tennant Creek","",2
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",12
"3/03/2025",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",13
"2/04/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",28
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",29
"1/11/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",30
"3/03/2025",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",31
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Daly",1
"2/04/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","East Arnhem",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Gulf",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Humpty Doo",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Tiwi Islands",1
"2/04/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Unknown ",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Victoria River",1
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Virginia",2
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",5
"3/03/2025",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",6
"4/07/2024",2024,1,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Tennant Creek","",2
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",2
"3/03/2025",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",3
"2/04/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",18
"1/05/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",19
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",21
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Alligator",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Howard Springs",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Sandover - Plenty",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Thamarrurr",1
"2/04/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Unknown ",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Virginia",3
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Weddell",1
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","West Arnhem",2
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Nhulunbuy","",1
"2/04/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",3
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",5
"3/03/2025",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",6
"4/07/2024",2024,2,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Tennant Creek","",4
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",9
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",18
"3/03/2025",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",19
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",1
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Anindilyakwa",1
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Howard Springs",2
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Virginia",1
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Nhulunbuy","",1
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",7
"3/03/2025",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",8
"4/07/2024",2024,3,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Tennant Creek","",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",4
"3/03/2025",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",5
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",17
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",5
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Alligator",4
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Anindilyakwa",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Daly",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Humpty Doo",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Victoria River",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Virginia",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Weddell",1
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",11
"3/03/2025",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",12
"4/07/2024",2024,4,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Tennant Creek","",1
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",6
"3/03/2025",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Alice Springs","",7
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",22
"3/03/2025",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Darwin","",23
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Katherine","",4
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Alligator",1
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Barkly",1
"3/03/2025",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Daly",1
"3/03/2025",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Thamarrurr",1
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Thamarrurr",2
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Unknown ",1
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","Weddell",3
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"NT Balance","West Arnhem",1
"4/07/2024",2024,5,"Motor vehicle theft and related offences","Illegal use of a motor vehicle",0,0,"Palmerston","",3
